"inventory_flow_id","warehouse_id","warehouse_name","warehouse_street_address","warehouse_city","warehouse_state","warehouse_postal_code","warehouse_country","product_id","product_name","sku","movement_type","quantity","unit_of_measure","movement_datetime","source_location_type","source_location_id","destination_location_type","destination_location_id","reference_document_number","movement_reason","handled_by_user_id","comments"
"IFLOW00063","WH009","Blue Ridge Storage","105 Mountain View Rd","Asheville","NC","28801","USA","PRD00188","Poly Strapping","PS-STR-188","inbound","3000","rolls","2024-03-13T11:57:00","supplier","SUP-4857","warehouse","WH009","PO-48570188","Restocking for new contracts","USR2018","Poly strapping arrived, batch checked."
"IFLOW00064","WH006","Riverbend Warehouse","431 Riverbend Ln","Little Rock","AR","72201","USA","PRD00088","Plastic Boxes","PB-BOX-088","outbound","60","boxes","2024-05-16T16:23:00","warehouse","WH006","customer","CUST-9038","SO-20240516-088","Customer shipping order","USR2028","Plastic boxes shipped on pallet."
"IFLOW00065","WH014","Lakeside Storage","850 Lakeside Way","Chicago","IL","60601","USA","PRD00106","Corrugated Boxes","CB-BOX-106","transfer","8000","pieces","2024-01-25T12:18:00","warehouse","WH014","warehouse","WH004","TRF-20240125-004","Bulk transfer for new contracts","USR2032","Boxes transferred for contract launch."
"IFLOW00066","WH007","Redwood Distribution","1203 Redwood Rd","Portland","OR","97230","USA","PRD00061","Stretch Bands","SB-BND-061","inbound","250","boxes","2024-03-15T09:08:00","supplier","SUP-9061","warehouse","WH007","PO-90610061","Restocking for new contracts","USR2091","Stretch bands received and counted."
"IFLOW00067","WH013","Grand Prairie Storage","390 Prairie Rd","Dallas","TX","75201","USA","PRD00180","Packing Clips","PC-CLP-180","adjustment","70","boxes","2024-04-11T14:15:00","warehouse","WH013","warehouse","WH013","INVADJ-0180","Shrinkage after loss","USR2120","Packing clips lost to theft, adjusted."
"IFLOW00068","WH004","Eastgate Logistics","340 Gate Blvd","Charlotte","NC","28202","USA","PRD00122","Packing Paper","PP-PAPER-122","inbound","1500","pieces","2024-03-18T08:51:00","supplier","SUP-8822","warehouse","WH004","PO-88220122","Restocking for Q2","USR2008","Packing paper checked in and stored."
"IFLOW00069","WH010","Golden State Storage","55 Citrus Ave","Fresno","CA","93722","USA","PRD00190","Steel Fasteners","SF-FST-190","outbound","400","boxes","2024-05-12T10:55:00","warehouse","WH010","customer","CUST-3017","SO-20240512-190","Customer order for construction","USR2049","Steel fasteners delivered to customer."
"IFLOW00070","WH011","Northfield Depot","208 Maple St","Minneapolis","MN","55401","USA","PRD00150","Shipping Tubes","ST-TUB-150","transfer","200","pieces","2024-02-27T13:52:00","warehouse","WH011","warehouse","WH002","TRF-20240227-002","Transfer for packaging supplies","USR2072","Shipping tubes moved for packaging."
"IFL0000253","WH526","Central Distribution","45 Orchard Blvd","Dallas","TX","75207","USA","PRD00532","Industrial Packing Tape","TAPE-5280","inbound","3400","pieces","2024-05-07T10:22:00Z","supplier","SUP321","warehouse","WH526","PO-6872034","restocking","USR2103","Bulk order received from primary supplier"
"IFL0000254","WH317","Metro North","7217 Northgate Rd","Detroit","MI","48234","USA","PRD00988","Multi-Grade Motor Oil","OIL-9902","outbound","180","boxes","2024-05-08T16:44:00Z","warehouse","WH317","customer","CST987","SO-9812032","order fulfillment","USR1187","Shipped for automotive service client"
"IFL0000255","WH455","Pacific Storage","1608 Sand Hill Rd","San Jose","CA","95134","USA","PRD00647","Plastic Pallet","PAL-0064","transfer","150","pieces","2024-05-09T13:11:00Z","warehouse","WH455","warehouse","WH403","TR-5269032","redistribution","USR3049","Moved to balance storage at Eastside facility"
"IFL0000256","WH403","Eastside Logistics","809 Wilton St","San Jose","CA","95134","USA","PRD00215","Corrugated Cardboard Sheets","CRDB-2150","adjustment","30","boxes","2024-05-10T09:28:00Z","warehouse","WH403","warehouse","WH403","ADJ-220014","damage adjustment","USR1884","Damaged units found during stock review"
"IFL0000257","WH282","Mountain Valley Storage","3154 Pinewood Ave","Denver","CO","80216","USA","PRD00129","Stainless Steel Drum","DRUM-1290","inbound","85","pieces","2024-05-11T14:31:00Z","supplier","SUP187","warehouse","WH282","PO-9821342","restocking","USR2104","Routine delivery from preferred supplier"
"IFL0000258","WH526","Central Distribution","45 Orchard Blvd","Dallas","TX","75207","USA","PRD00334","Handheld Label Printer","LBL-PRT-334","outbound","22","pieces","2024-05-11T17:18:00Z","warehouse","WH526","customer","CST721","SO-2348923","order fulfillment","USR2209","Urgent order for retail partner"
"IFL0000259","WH282","Mountain Valley Storage","3154 Pinewood Ave","Denver","CO","80216","USA","PRD00844","Aluminum Shipping Crate","CRATE-844","transfer","40","pieces","2024-05-12T09:12:00Z","warehouse","WH282","warehouse","WH526","TR-9382741","redistribution","USR3049","Crates moved to central warehouse for allocation"
"IFL0000260","WH317","Metro North","7217 Northgate Rd","Detroit","MI","48234","USA","PRD00472","Safety Gloves","GLOV-4721","inbound","1200","boxes","2024-05-13T12:43:00Z","supplier","SUP182","warehouse","WH317","PO-6721128","restocking","USR2103","Gloves for upcoming safety campaign"
"IFL0000261","WH403","Eastside Logistics","809 Wilton St","San Jose","CA","95134","USA","PRD00215","Corrugated Cardboard Sheets","CRDB-2150","outbound","48","boxes","2024-05-13T17:06:00Z","warehouse","WH403","customer","CST234","SO-9812347","order fulfillment","USR1187","Order shipped to local paper manufacturer"
"IFL0000262","WH526","Central Distribution","45 Orchard Blvd","Dallas","TX","75207","USA","PRD00532","Industrial Packing Tape","TAPE-5280","transfer","600","pieces","2024-05-14T09:45:00Z","warehouse","WH526","warehouse","WH317","TR-6201348","redistribution","USR3049","Excess tape moved to Detroit Metro North"
"IFL0000263","WH455","Pacific Storage","1608 Sand Hill Rd","San Jose","CA","95134","USA","PRD00988","Multi-Grade Motor Oil","OIL-9902","adjustment","10","boxes","2024-05-14T11:19:00Z","warehouse","WH455","warehouse","WH455","ADJ-220015","audit adjustment","USR1884","Inventory count reconciled after audit"
"IFL0000264","WH282","Mountain Valley Storage","3154 Pinewood Ave","Denver","CO","80216","USA","PRD00334","Handheld Label Printer","LBL-PRT-334","inbound","28","pieces","2024-05-15T08:16:00Z","supplier","SUP191","warehouse","WH282","PO-7720090","restocking","USR2104","Received new batch from office supplier"
"IFL0000265","WH317","Metro North","7217 Northgate Rd","Detroit","MI","48234","USA","PRD00129","Stainless Steel Drum","DRUM-1290","outbound","44","pieces","2024-05-15T13:52:00Z","warehouse","WH317","customer","CST600","SO-8812345","order fulfillment","USR2209","Order for chemical plant client"
"IFL0000266","WH455","Pacific Storage","1608 Sand Hill Rd","San Jose","CA","95134","USA","PRD00844","Aluminum Shipping Crate","CRATE-844","transfer","60","pieces","2024-05-15T14:37:00Z","warehouse","WH455","warehouse","WH282","TR-1923104","redistribution","USR3049","Shipping crates moved to Denver for regional allocation"
"IFL0000267","WH526","Central Distribution","45 Orchard Blvd","Dallas","TX","75207","USA","PRD00472","Safety Gloves","GLOV-4721","adjustment","15","boxes","2024-05-16T11:02:00Z","warehouse","WH526","warehouse","WH526","ADJ-220016","damage adjustment","USR1884","Boxes damaged in recent delivery"
"IFL0000268","WH403","Eastside Logistics","809 Wilton St","San Jose","CA","95134","USA","PRD00532","Industrial Packing Tape","TAPE-5280","inbound","2800","pieces","2024-05-16T14:03:00Z","supplier","SUP321","warehouse","WH403","PO-6872035","restocking","USR2103","Packing tape replenished for upcoming orders"
"IFL0000269","WH282","Mountain Valley Storage","3154 Pinewood Ave","Denver","CO","80216","USA","PRD00988","Multi-Grade Motor Oil","OIL-9902","outbound","95","boxes","2024-05-17T16:24:00Z","warehouse","WH282","customer","CST901","SO-9812033","order fulfillment","USR1187","Motor oil order for local garage"
"IFL0000270","WH317","Metro North","7217 Northgate Rd","Detroit","MI","48234","USA","PRD00844","Aluminum Shipping Crate","CRATE-844","transfer","35","pieces","2024-05-18T10:09:00Z","warehouse","WH317","warehouse","WH282","TR-8765432","redistribution","USR3049","Crates moved for inventory balancing"
"IFL0000271","WH455","Pacific Storage","1608 Sand Hill Rd","San Jose","CA","95134","USA","PRD00334","Handheld Label Printer","LBL-PRT-334","adjustment","7","pieces","2024-05-18T12:38:00Z","warehouse","WH455","warehouse","WH455","ADJ-220017","audit adjustment","USR1884","Adjustment after annual audit"
"IFL0000272","WH526","Central Distribution","45 Orchard Blvd","Dallas","TX","75207","USA","PRD00129","Stainless Steel Drum","DRUM-1290","inbound","98","pieces","2024-05-18T16:13:00Z","supplier","SUP187","warehouse","WH526","PO-9821343","restocking","USR2104","Drums received for industrial shipment"
"IFL0000273","WH403","Eastside Logistics","809 Wilton St","San Jose","CA","95134","USA","PRD00472","Safety Gloves","GLOV-4721","outbound","36","boxes","2024-05-19T08:01:00Z","warehouse","WH403","customer","CST345","SO-9812348","order fulfillment","USR2209","Gloves shipped to construction partner"
"IFL0000274","WH282","Mountain Valley Storage","3154 Pinewood Ave","Denver","CO","80216","USA","PRD00532","Industrial Packing Tape","TAPE-5280","transfer","900","pieces","2024-05-19T12:36:00Z","warehouse","WH282","warehouse","WH455","TR-1923105","redistribution","USR3049","Packing tape sent to Pacific Storage"
"IFL0000275","WH317","Metro North","7217 Northgate Rd","Detroit","MI","48234","USA","PRD00988","Multi-Grade Motor Oil","OIL-9902","adjustment","18","boxes","2024-05-20T10:05:00Z","warehouse","WH317","warehouse","WH317","ADJ-220018","leakage adjustment","USR1884","Motor oil boxes adjusted due to leakage"
"IFL0000276","WH455","Pacific Storage","1608 Sand Hill Rd","San Jose","CA","95134","USA","PRD00334","Handheld Label Printer","LBL-PRT-334","inbound","34","pieces","2024-05-20T14:44:00Z","supplier","SUP191","warehouse","WH455","PO-7720091","restocking","USR2103","Label printers delivered for Q2 sales"
"IFL0000277","WH526","Central Distribution","45 Orchard Blvd","Dallas","TX","75207","USA","PRD00844","Aluminum Shipping Crate","CRATE-844","outbound","53","pieces","2024-05-21T08:19:00Z","warehouse","WH526","customer","CST932","SO-9812034","order fulfillment","USR2209","Crates shipped per expedited request"
"IFL0000278","WH403","Eastside Logistics","809 Wilton St","San Jose","CA","95134","USA","PRD00129","Stainless Steel Drum","DRUM-1290","transfer","70","pieces","2024-05-21T11:24:00Z","warehouse","WH403","warehouse","WH317","TR-6201349","redistribution","USR3049","Drums sent to Metro North for processing"
"IFL0000279","WH282","Mountain Valley Storage","3154 Pinewood Ave","Denver","CO","80216","USA","PRD00472","Safety Gloves","GLOV-4721","adjustment","20","boxes","2024-05-21T14:29:00Z","warehouse","WH282","warehouse","WH282","ADJ-220019","damage adjustment","USR1884","Damaged gloves removed from stock"
"IFL0000280","WH317","Metro North","7217 Northgate Rd","Detroit","MI","48234","USA","PRD00532","Industrial Packing Tape","TAPE-5280","inbound","4100","pieces","2024-05-22T09:48:00Z","supplier","SUP321","warehouse","WH317","PO-6872036","restocking","USR2103","Packing tape restocked for Q2"
"IFL0000281","WH455","Pacific Storage","1608 Sand Hill Rd","San Jose","CA","95134","USA","PRD00988","Multi-Grade Motor Oil","OIL-9902","outbound","82","boxes","2024-05-22T17:34:00Z","warehouse","WH455","customer","CST444","SO-9812035","order fulfillment","USR1187","Motor oil boxes shipped to local distributor"
"IFL0000282","WH282","Mountain Valley Storage","3154 Pinewood Ave","Denver","CO","80216","USA","PRD00334","Handheld Label Printer","LBL-PRT-334","transfer","50","pieces","2024-05-23T08:27:00Z","warehouse","WH282","warehouse","WH403","TR-9382742","redistribution","USR3049","Label printers moved for promotional campaign"
"IFL0000283","WH317","Metro North","7217 Northgate Rd","Detroit","MI","48234","USA","PRD00215","Corrugated Cardboard Sheets","CRDB-2150","adjustment","25","boxes","2024-05-23T11:59:00Z","warehouse","WH317","warehouse","WH317","ADJ-220020","audit adjustment","USR1884","Cardboard count corrected after stocktake"
"IFL0000284","WH455","Pacific Storage","1608 Sand Hill Rd","San Jose","CA","95134","USA","PRD00532","Industrial Packing Tape","TAPE-5280","inbound","2500","pieces","2024-05-24T09:23:00Z","supplier","SUP321","warehouse","WH455","PO-6872037","restocking","USR2104","Packing tape received for Q3"
"IFL0000285","WH526","Central Distribution","45 Orchard Blvd","Dallas","TX","75207","USA","PRD00988","Multi-Grade Motor Oil","OIL-9902","outbound","120","boxes","2024-05-24T13:45:00Z","warehouse","WH526","customer","CST654","SO-9812036","order fulfillment","USR2209","Oil order for logistics partner"
"IFL0000286","WH403","Eastside Logistics","809 Wilton St","San Jose","CA","95134","USA","PRD00844","Aluminum Shipping Crate","CRATE-844","transfer","75","pieces","2024-05-24T16:29:00Z","warehouse","WH403","warehouse","WH317","TR-8765433","redistribution","USR3049","Crates sent to Detroit for project"
"IFL0000287","WH282","Mountain Valley Storage","3154 Pinewood Ave","Denver","CO","80216","USA","PRD00215","Corrugated Cardboard Sheets","CRDB-2150","adjustment","12","boxes","2024-05-25T08:53:00Z","warehouse","WH282","warehouse","WH282","ADJ-220021","damage adjustment","USR1884","Boxes removed after water damage"
"IFL0000288","WH317","Metro North","7217 Northgate Rd","Detroit","MI","48234","USA","PRD00334","Handheld Label Printer","LBL-PRT-334","inbound","45","pieces","2024-05-25T14:10:00Z","supplier","SUP191","warehouse","WH317","PO-7720092","restocking","USR2103","Label printers for Q3 rollout"
"IFL0000289","WH455","Pacific Storage","1608 Sand Hill Rd","San Jose","CA","95134","USA","PRD00129","Stainless Steel Drum","DRUM-1290","outbound","62","pieces","2024-05-26T11:42:00Z","warehouse","WH455","customer","CST423","SO-8812346","order fulfillment","USR2209","Order for beverage manufacturer"
"IFL0000290","WH526","Central Distribution","45 Orchard Blvd","Dallas","TX","75207","USA","PRD00844","Aluminum Shipping Crate","CRATE-844","transfer","80","pieces","2024-05-26T13:33:00Z","warehouse","WH526","warehouse","WH403","TR-1923106","redistribution","USR3049","Shipping crates moved for warehouse expansion"
"IFL0000291","WH403","Eastside Logistics","809 Wilton St","San Jose","CA","95134","USA","PRD00532","Industrial Packing Tape","TAPE-5280","adjustment","14","pieces","2024-05-27T09:51:00Z","warehouse","WH403","warehouse","WH403","ADJ-220022","damage adjustment","USR1884","Tape rolls damaged during handling"
"IFL0000292","WH282","Mountain Valley Storage","3154 Pinewood Ave","Denver","CO","80216","USA","PRD00988","Multi-Grade Motor Oil","OIL-9902","inbound","230","boxes","2024-05-27T12:17:00Z","supplier","SUP182","warehouse","WH282","PO-6721129","restocking","USR2104","Motor oil for Q3 prep"
"IFL0000293","WH317","Metro North","7217 Northgate Rd","Detroit","MI","48234","USA","PRD00844","Aluminum Shipping Crate","CRATE-844","outbound","57","pieces","2024-05-28T08:25:00Z","warehouse","WH317","customer","CST901","SO-9812037","order fulfillment","USR1187","Crate shipment for furniture client"
"IFL0000294","WH455","Pacific Storage","1608 Sand Hill Rd","San Jose","CA","95134","USA","PRD00472","Safety Gloves","GLOV-4721","transfer","65","boxes","2024-05-28T11:14:00Z","warehouse","WH455","warehouse","WH403","TR-6201350","redistribution","USR3049","Gloves sent to Eastside for safety drive"
"IFL0000295","WH526","Central Distribution","45 Orchard Blvd","Dallas","TX","75207","USA","PRD00334","Handheld Label Printer","LBL-PRT-334","adjustment","6","pieces","2024-05-29T09:32:00Z","warehouse","WH526","warehouse","WH526","ADJ-220023","audit adjustment","USR1884","Printers counted during quarterly audit"
"IFL0000296","WH403","Eastside Logistics","809 Wilton St","San Jose","CA","95134","USA","PRD00129","Stainless Steel Drum","DRUM-1290","inbound","105","pieces","2024-05-29T14:27:00Z","supplier","SUP187","warehouse","WH403","PO-9821344","restocking","USR2103","Drums replenished for Q3"
"IFL0000297","WH282","Mountain Valley Storage","3154 Pinewood Ave","Denver","CO","80216","USA","PRD00532","Industrial Packing Tape","TAPE-5280","outbound","60","pieces","2024-05-30T11:53:00Z","warehouse","WH282","customer","CST721","SO-2348924","order fulfillment","USR2209","Order for office supply store"
"IFL0000298","WH317","Metro North","7217 Northgate Rd","Detroit","MI","48234","USA","PRD00129","Stainless Steel Drum","DRUM-1290","transfer","48","pieces","2024-05-30T14:41:00Z","warehouse","WH317","warehouse","WH526","TR-6201351","redistribution","USR3049","Drums moved to Dallas for expansion"
"IFL0000299","WH455","Pacific Storage","1608 Sand Hill Rd","San Jose","CA","95134","USA","PRD00844","Aluminum Shipping Crate","CRATE-844","adjustment","8","pieces","2024-05-31T09:42:00Z","warehouse","WH455","warehouse","WH455","ADJ-220024","audit adjustment","USR1884","Adjustment for June inventory count"
"IFL0000300","WH526","Central Distribution","45 Orchard Blvd","Dallas","TX","75207","USA","PRD00334","Handheld Label Printer","LBL-PRT-334","inbound","38","pieces","2024-05-31T13:29:00Z","supplier","SUP191","warehouse","WH526","PO-7720093","restocking","USR2104","Label printers delivered for Q3"
"IF00400001","WH600","Pacific Storage Center","451 Oceanic Way","San Diego","CA","92121","USA","PRD38001","Bluetooth Wireless Mouse","MW-BT-001","inbound","240","pieces","2023-01-09T10:21:00","supplier","SPL09101","warehouse","WH600","PO-202301-0009","restocking from supplier","USR5101","Inbound shipment scanned and verified."
"IF00400002","WH602","Lakeview Distribution","89 Lake Ave","Buffalo","NY","14202","USA","PRD38002","LED Desk Lamp","DL-LED-002","outbound","75","boxes","2023-01-09T11:15:00","warehouse","WH602","customer","CST2098","SO-202301-0015","order fulfillment","USR5102","Packed and shipped via ground service."
"IF00400003","WH604","Green Valley Hub","190 Green St","Denver","CO","80203","USA","PRD38003","Ergonomic Office Chair","OC-ERG-003","transfer","120","pieces","2023-01-09T12:18:00","warehouse","WH604","warehouse","WH608","TO-202301-0003","balancing inventory","USR5103","Transferred to satellite facility."
"IF00400004","WH606","Sunrise Fulfillment","77 Sunrise Blvd","Phoenix","AZ","85016","USA","PRD38004","USB-C Charging Cable","CB-USBC-004","inbound","500","pieces","2023-01-09T13:42:00","supplier","SPL09104","warehouse","WH606","PO-202301-0032","restocking from supplier","USR5104","Received and counted by receiving team."
"IF00400005","WH608","Metro Logistics","151 Metro Rd","Chicago","IL","60616","USA","PRD38005","Portable Power Bank","PB-PORT-005","outbound","60","boxes","2023-01-09T14:55:00","warehouse","WH608","customer","CST2101","SO-202301-0022","order fulfillment","USR5105","Order shipped to customer."
"IF00400006","WH610","Bay Area Storage","265 Bay St","San Francisco","CA","94124","USA","PRD38006","Noise Cancelling Headphones","HP-NC-006","adjustment","7","pieces","2023-01-09T15:49:00","warehouse","WH610","warehouse","WH610","ADJ-202301-0001","inventory audit adjustment","USR5106","Stock count corrected after audit."
"IF00400007","WH600","Pacific Storage Center","451 Oceanic Way","San Diego","CA","92121","USA","PRD38007","Smart Table Lamp","STL-007","inbound","310","pieces","2023-01-10T09:07:00","supplier","SPL09107","warehouse","WH600","PO-202301-0048","restocking from supplier","USR5107","New shipment received from supplier."
"IF00400008","WH612","Canyon Distribution","112 Canyon Rd","Salt Lake City","UT","84104","USA","PRD38008","Wireless Keyboard","WK-008","outbound","95","boxes","2023-01-10T10:33:00","warehouse","WH612","customer","CST2112","SO-202301-0035","order fulfillment","USR5108","Packed and shipped with express service."
"IF00400009","WH614","Rocky Mountain Hub","990 Rocky Dr","Boise","ID","83702","USA","PRD38009","Laptop Stand","LS-009","transfer","42","pieces","2023-01-10T11:22:00","warehouse","WH614","warehouse","WH618","TO-202301-0009","balancing inventory","USR5109","Stock transferred for regional demand."
"IF00400010","WH616","Delta Logistics","650 Delta Ave","Seattle","WA","98108","USA","PRD38010","USB Flash Drive 64GB","FD-64GB-010","inbound","400","pieces","2023-01-10T12:39:00","supplier","SPL09110","warehouse","WH616","PO-202301-0063","restocking from supplier","USR5110","Product received and entered in system."
"IF00400011","WH618","Cascade Distribution","300 Cascade St","Portland","OR","97210","USA","PRD38011","Mini Bluetooth Speaker","SP-MINI-011","outbound","150","boxes","2023-01-10T13:55:00","warehouse","WH618","customer","CST2125","SO-202301-0041","order fulfillment","USR5111","Order shipped to customer."
"IF00400012","WH620","Timberline Storage","455 Timberline Rd","Reno","NV","89502","USA","PRD38012","Desk Organizer Tray","DOT-012","adjustment","3","pieces","2023-01-10T14:44:00","warehouse","WH620","warehouse","WH620","ADJ-202301-0002","inventory audit adjustment","USR5112","Adjustment due to damaged goods."
"IF00400013","WH622","Northwoods Logistics","888 Northwoods Ln","Spokane","WA","99201","USA","PRD38013","Wireless Earbuds","WE-013","inbound","260","pieces","2023-01-11T09:18:00","supplier","SPL09113","warehouse","WH622","PO-202301-0085","restocking from supplier","USR5113","Received and counted by receiving team."
"IF00400014","WH624","Riverbend Fulfillment","55 Riverbend Ave","Sacramento","CA","95814","USA","PRD38014","Adjustable Monitor Stand","AMS-014","outbound","80","boxes","2023-01-11T10:25:00","warehouse","WH624","customer","CST2133","SO-202301-0053","order fulfillment","USR5114","Order shipped to customer."
"IF00400015","WH600","Pacific Storage Center","451 Oceanic Way","San Diego","CA","92121","USA","PRD38015","Laptop Cooling Pad","LCP-015","transfer","210","pieces","2023-01-11T11:30:00","warehouse","WH600","warehouse","WH604","TO-202301-0018","balancing inventory","USR5115","Transferred to satellite facility."
"IF00400016","WH602","Lakeview Distribution","89 Lake Ave","Buffalo","NY","14202","USA","PRD38016","Wireless Router","WR-016","inbound","180","pieces","2023-01-11T12:15:00","supplier","SPL09116","warehouse","WH602","PO-202301-0102","restocking from supplier","USR5116","Shipment received and inspected."
"IF00400017","WH604","Green Valley Hub","190 Green St","Denver","CO","80203","USA","PRD38017","Smart Plug Pack","SPP-017","outbound","45","boxes","2023-01-11T13:22:00","warehouse","WH604","customer","CST2141","SO-202301-0071","order fulfillment","USR5117","Order shipped to customer."
"IF00400018","WH606","Sunrise Fulfillment","77 Sunrise Blvd","Phoenix","AZ","85016","USA","PRD38018","HDMI Cable 6ft","HC-6-018","adjustment","4","pieces","2023-01-11T14:41:00","warehouse","WH606","warehouse","WH606","ADJ-202301-0003","inventory audit adjustment","USR5118","Adjustment due to damaged goods."
"IF00400019","WH608","Metro Logistics","151 Metro Rd","Chicago","IL","60616","USA","PRD38019","External Hard Drive 1TB","EHD-1TB-019","inbound","90","pieces","2023-01-12T09:30:00","supplier","SPL09119","warehouse","WH608","PO-202301-0114","restocking from supplier","USR5119","Shipment received and entered in system."
"IF00400020","WH610","Bay Area Storage","265 Bay St","San Francisco","CA","94124","USA","PRD38020","Wireless Presentation Remote","WPR-020","outbound","25","boxes","2023-01-12T10:17:00","warehouse","WH610","customer","CST2150","SO-202301-0082","order fulfillment","USR5120","Order shipped to customer."
"IF00400021","WH612","Canyon Distribution","112 Canyon Rd","Salt Lake City","UT","84104","USA","PRD38021","Desk Mat XL","DM-XL-021","transfer","62","pieces","2023-01-12T11:33:00","warehouse","WH612","warehouse","WH614","TO-202301-0024","balancing inventory","USR5121","Transferred to regional hub."
"IF00400022","WH614","Rocky Mountain Hub","990 Rocky Dr","Boise","ID","83702","USA","PRD38022","Portable Speaker","PS-022","inbound","135","pieces","2023-01-12T12:47:00","supplier","SPL09122","warehouse","WH614","PO-202301-0129","restocking from supplier","USR5122","Shipment received and entered in system."
"IF00400023","WH616","Delta Logistics","650 Delta Ave","Seattle","WA","98108","USA","PRD38023","Wireless Charging Pad","WCP-023","outbound","60","boxes","2023-01-12T13:34:00","warehouse","WH616","customer","CST2162","SO-202301-0097","order fulfillment","USR5123","Order shipped to customer."
"IF00400024","WH618","Cascade Distribution","300 Cascade St","Portland","OR","97210","USA","PRD38024","Monitor Arm","MA-024","adjustment","2","pieces","2023-01-12T14:41:00","warehouse","WH618","warehouse","WH618","ADJ-202301-0004","inventory audit adjustment","USR5124","Adjustment due to lost item."
"IF00400025","WH620","Timberline Storage","455 Timberline Rd","Reno","NV","89502","USA","PRD38025","Wireless Mouse Pad","WMP-025","inbound","195","pieces","2023-01-13T09:25:00","supplier","SPL09125","warehouse","WH620","PO-202301-0147","restocking from supplier","USR5125","Shipment received and entered in system."
"IF00400026","WH622","Northwoods Logistics","888 Northwoods Ln","Spokane","WA","99201","USA","PRD38026","Multiport USB Hub","MH-026","outbound","38","boxes","2023-01-13T10:09:00","warehouse","WH622","customer","CST2173","SO-202301-0116","order fulfillment","USR5126","Order shipped to customer."
"IF00400027","WH624","Riverbend Fulfillment","55 Riverbend Ave","Sacramento","CA","95814","USA","PRD38027","HDMI Adapter","HA-027","transfer","110","pieces","2023-01-13T11:33:00","warehouse","WH624","warehouse","WH628","TO-202301-0037","balancing inventory","USR5127","Transferred to satellite facility."
"IF00400028","WH600","Pacific Storage Center","451 Oceanic Way","San Diego","CA","92121","USA","PRD38028","Portable Projector","PP-028","inbound","120","pieces","2023-01-13T12:15:00","supplier","SPL09128","warehouse","WH600","PO-202301-0163","restocking from supplier","USR5128","Shipment received and entered in system."
"IF00400029","WH602","Lakeview Distribution","89 Lake Ave","Buffalo","NY","14202","USA","PRD38029","Mechanical Keyboard","MK-029","outbound","52","boxes","2023-01-13T13:29:00","warehouse","WH602","customer","CST2188","SO-202301-0132","order fulfillment","USR5129","Order shipped to customer."
"IF00400030","WH604","Green Valley Hub","190 Green St","Denver","CO","80203","USA","PRD38030","Monitor Privacy Screen","MPS-030","adjustment","5","pieces","2023-01-13T14:42:00","warehouse","WH604","warehouse","WH604","ADJ-202301-0005","inventory audit adjustment","USR5130","Adjustment due to lost item."
"IF00400031","WH606","Sunrise Fulfillment","77 Sunrise Blvd","Phoenix","AZ","85016","USA","PRD38031","Wireless Charging Dock","WCD-031","inbound","210","pieces","2023-01-14T09:42:00","supplier","SPL09131","warehouse","WH606","PO-202301-0180","restocking from supplier","USR5131","Shipment received and entered in system."
"IF00400032","WH608","Metro Logistics","151 Metro Rd","Chicago","IL","60616","USA","PRD38032","USB-C Multiport Adapter","UCMA-032","outbound","33","boxes","2023-01-14T10:33:00","warehouse","WH608","customer","CST2202","SO-202301-0146","order fulfillment","USR5132","Order shipped to customer."
"IF00400033","WH610","Bay Area Storage","265 Bay St","San Francisco","CA","94124","USA","PRD38033","Wireless Charging Stand","WCS-033","transfer","90","pieces","2023-01-14T11:20:00","warehouse","WH610","warehouse","WH614","TO-202301-0043","balancing inventory","USR5133","Transferred to regional hub."
"IF00400034","WH612","Canyon Distribution","112 Canyon Rd","Salt Lake City","UT","84104","USA","PRD38034","Laptop Sleeve","LSLV-034","inbound","150","pieces","2023-01-14T12:45:00","supplier","SPL09134","warehouse","WH612","PO-202301-0192","restocking from supplier","USR5134","Shipment received and entered in system."
"IF00400035","WH614","Rocky Mountain Hub","990 Rocky Dr","Boise","ID","83702","USA","PRD38035","HDMI Splitter","HMS-035","outbound","27","boxes","2023-01-14T13:32:00","warehouse","WH614","customer","CST2217","SO-202301-0161","order fulfillment","USR5135","Order shipped to customer."
"IF00400036","WH616","Delta Logistics","650 Delta Ave","Seattle","WA","98108","USA","PRD38036","Desk Lamp","DL-036","adjustment","6","pieces","2023-01-14T14:41:00","warehouse","WH616","warehouse","WH616","ADJ-202301-0006","inventory audit adjustment","USR5136","Adjustment due to lost item."
"IF00400037","WH618","Cascade Distribution","300 Cascade St","Portland","OR","97210","USA","PRD38037","Gaming Mouse","GM-037","inbound","170","pieces","2023-01-15T09:18:00","supplier","SPL09137","warehouse","WH618","PO-202301-0205","restocking from supplier","USR5137","Shipment received and entered in system."
"IF00400038","WH620","Timberline Storage","455 Timberline Rd","Reno","NV","89502","USA","PRD38038","Bluetooth Speaker","BS-038","outbound","20","boxes","2023-01-15T10:33:00","warehouse","WH620","customer","CST2230","SO-202301-0175","order fulfillment","USR5138","Order shipped to customer."
"IF00400039","WH622","Northwoods Logistics","888 Northwoods Ln","Spokane","WA","99201","USA","PRD38039","Desk Organizer","DO-039","transfer","20","pieces","2023-01-15T11:33:00","warehouse","WH622","warehouse","WH624","TO-202301-0056","balancing inventory","USR5139","Transferred to satellite facility."
